DisCo,YearMonth,EnergyReceived_GWh,ATCC_Losses_pct,BillingEfficiency_pct,Month,Year,Quarter,ER_roll_mean,ER_roll_std,ATCC_roll_mean,ATCC_roll_std,ER_zscore,ATCC_zscore,outage_risk_label
Abuja,2020-02-01,308.0,37.855838358070486,65.5844155844156,2,2020,1,315.0,6.082762530298129,39.08336408567001,2.6780599381782215,-1.1507929111375181,-0.45836379914430314,0.0
Abuja,2020-03-01,347.0,63.16875272499122,56.195965417867434,3,2020,1,310.3333333333333,2.0816659994658586,39.097271887111994,2.6682630902098663,17.614096918561913,9.021404570711182,1.0
Abuja,2020-04-01,346.0,49.71414131842446,50.86705202312138,4,2020,2,322.0,21.702534414210678,46.10016621741176,14.784673278602408,1.1058616262018208,0.2444406469396344,0.0
Abuja,2020-05-01,332.0,48.5951688527509,53.31325301204819,5,2020,2,333.6666666666667,22.23360819420303,50.246244133828725,12.664843405719088,-0.07496159202361206,-0.13036681372090583,0.0
Abuja,2020-06-01,293.0,43.47528889737259,61.774744027303754,6,2020,2,341.6666666666667,8.38649708360599,53.826020965388864,8.11036388786876,-5.802979024675365,-1.2762352233663137,1.0
Abuja,2020-07-01,297.0,39.52645226208445,61.61616161616161,7,2020,3,323.6666666666667,27.465129406819337,47.261533022849314,3.3263731417286913,-0.9709281275057674,-2.325379754823598,0.0
Abuja,2020-08-01,298.0,49.2173422744602,56.375838926174495,8,2020,3,307.3333333333333,21.455380055672105,43.86563667073599,4.546942235017334,-0.43501132625548083,1.1769900137523543,0.0
Abuja,2020-09-01,287.0,33.41329942677308,78.397212543554,9,2020,3,296.0,2.6457513110643434,44.07302781130574,4.873018178184171,-3.401680257083363,-2.1875002297867048,1.0
Abuja,2020-10-01,327.0,46.862051606668935,54.74006116207951,10,2020,4,294.0,6.082762530298112,40.71903132110591,7.969229962292145,5.425166581076887,0.7708423918784925,0.0
Abuja,2020-11-01,359.0,47.199704655899765,61.83844011142061,11,2020,4,304.0,20.663978319771793,43.16423110263407,8.526274094991782,2.661636551727054,0.47329859541298097,0.0
Abuja,2020-12-01,371.0,47.97203891598633,58.760107816711596,12,2020,4,324.3333333333333,36.07399802258315,42.49168522978059,7.863925164102203,1.2936372241705032,0.6968979958281954,0.0
Abuja,2021-01-01,350.0,48.89948772301714,64.57142857142857,1,2021,1,352.3333333333333,22.744962812309307,47.34459839285168,0.5690022873127002,-0.10258681680809527,2.7326591910709768,1.0
Abuja,2021-02-01,338.0,40.879994450253974,67.75147928994083,2,2021,1,360.0,10.535653752852758,48.02374376496775,0.851070304011724,-2.088147590655494,-8.393841591041301,1.0
Abuja,2021-03-01,373.0,46.83552660345636,65.68364611260054,3,2021,1,353.0,16.703293088490078,45.91717369641915,4.386903394299144,1.1973686801784984,0.20933966957891656,0.0
Abuja,2021-04-01,363.0,47.701668272476915,63.63636363636363,4,2021,2,353.6666666666667,17.785762095938804,45.53833625890916,4.1641439913219935,0.5247643189528822,0.5195142190270321,0.0
Abuja,2021-05-01,341.0,50.443099684494044,61.87683284457478,5,2021,2,358.0,18.02775637731995,45.13906310872909,3.71379855752933,-0.9429903335828893,1.4281971662172108,0.0
Abuja,2021-06-01,281.0,39.02310567221652,73.30960854092527,6,2021,2,359.0,16.3707055437449,48.32676485347577,1.8832698121721687,-4.764608329895903,-4.940162647501041,1.0
Abuja,2021-07-01,310.0,35.979239552929855,71.93548387096774,7,2021,3,328.3333333333333,42.442117446392004,45.722624543062494,5.961671441157612,-0.4319608548392966,-1.6343378004475724,0.0
Abuja,2021-08-01,321.0,44.67727364265471,65.73208722741433,8,2021,3,310.6666666666667,30.00555504124748,41.815148303213476,7.625446807652726,0.34438067614908235,0.3753387062603165,0.0
Abuja,2021-09-01,316.0,44.33988523120443,68.67088607594937,9,2021,3,304.0,20.663978319771804,39.89320628926703,4.413814174764,0.5807207021949933,1.0074458882662762,0.0
Abuja,2021-10-01,344.0,44.88032381129265,65.40697674418605,10,2021,4,315.6666666666667,5.507570547286029,41.66546614226299,4.927305283212576,5.144434027684885,0.652457577569374,0.0
Abuja,2021-11-01,361.0,41.16024996834253,65.09695290858726,11,2021,4,327.0,14.93318452306805,44.632494228383926,0.27298784161323725,2.2768084026202495,-12.719409917753017,0.0
Abuja,2021-12-01,352.0,48.54158875883475,63.35227272727273,12,2021,4,340.3333333333333,22.722969289539005,43.46015300361319,2.0100208813460854,0.5134305520554341,2.528051226919883,1.0
Abuja,2022-01-01,343.0,43.31870915178686,62.09912536443149,1,2022,1,352.3333333333333,8.504900548115366,44.860720846156646,3.6907084404200465,-1.0974065223374687,-0.41780913319565394,0.0
Abuja,2022-02-01,315.0,43.56626751912336,67.61904761904762,2,2022,1,352.0,8.999999999999991,44.340182626321386,3.795207060146969,-4.111111111111115,-0.20391907343470714,1.0
Abuja,2022-03-01,307.0,46.50446640179724,70.68403908794788,3,2022,1,336.6666666666667,19.29594085120841,45.14218847658166,2.946568002871519,-1.537456343560921,0.4623269932640274,1.0
Abuja,2022-04-01,320.0,46.13582842724979,65.0,4,2022,2,321.6666666666667,18.90326250501045,44.46314769090248,1.7721619130023674,-0.08816820198232571,0.9438645103897318,0.0
Abuja,2022-05-01,288.0,46.73498898273962,66.31944444444444,5,2022,2,314.0,6.55743852430207,45.402187449390134,1.6006014437805984,-3.9649628286476797,0.8326879489758738,1.0
Abuja,2022-06-01,239.0,23.208146484460897,81.58995815899581,6,2022,2,305.0,16.09347693943111,46.45842793726221,0.30222176952716595,-4.101040455607913,-76.93119357079074,1.0
Abuja,2022-07-01,314.0,40.169041671034826,69.10828025477707,7,2022,3,282.3333333333333,40.796241656963126,38.69298796481677,13.413611933279793,0.7762152928923491,0.11004147977144736,0.0
Abuja,2022-08-01,331.0,44.81181140540943,70.69486404833837,8,2022,3,280.3333333333333,38.083242158898884,36.70405904607845,12.140125943668815,1.3304189400488697,0.6678474669003945,0.0
Abuja,2022-09-01,338.0,43.35376240193502,70.71005917159763,9,2022,3,294.6666666666667,48.95235779136009,36.062999853635056,11.372082881285744,0.885214426606873,0.6411105708961965,0.0
Abuja,2022-10-01,,,0.0,10,2022,4,327.6666666666667,12.34233905438237,42.77820515945976,2.3742951177413434,,,0.0
Abuja,2022-11-01,,,0.0,11,2022,4,334.5,4.94974746830558,44.08278690367223,1.0309963376588958,,,0.0
Abuja,2022-12-01,,,0.0,12,2022,4,,,,,,,
Benin,2019-01-01,230.113127,57.93945193085487,84.78180857105366,1,2019,1,,,,,,,
Benin,2019-02-01,222.43625,56.188824582527126,84.77645202614232,2,2019,1,,,,,,,
Benin,2019-03-01,223.201638,55.43145106858671,86.28546809768486,3,2019,1,226.2746885,5.428371785035033,57.064138256690995,1.2378804693331715,-0.5661090694767439,-1.3189376749629065,0.0
Benin,2019-04-01,212.18255,48.81187372211922,86.29042668683172,4,2019,2,225.25033833333336,4.228651074531013,56.51990919398957,1.2863630305030085,-3.0902971427555483,-5.992115203168006,1.0
Benin,2019-05-01,198.420811,56.09773237092866,90.31867371008786,5,2019,2,219.2734793333333,6.152837866007946,53.47738312441103,4.058156865753157,-3.3891138995448373,0.6456993490396584,1.0
Benin,2019-06-01,170.382624,44.10463190832074,87.39679798569134,6,2019,2,211.26833299999998,12.415683277343161,53.44701905387819,4.027953807872911,-3.293069586803212,-2.3193878557636682,1.0
Benin,2019-07-01,188.45945487,45.58682411139338,86.6038456242961,7,2019,3,193.66199500000002,21.30242241372469,49.67141266712287,6.04257561599647,-0.2442229352586743,-0.6759681326811012,0.0
Benin,2019-08-01,171.03228653,49.009477355367935,87.22504394738174,8,2019,3,185.75429662333332,14.213493357242363,48.59639613021426,6.538482811700573,-1.0357770411052292,0.06317692300337154,0.0
Benin,2019-09-01,163.49402203,44.06885449500731,86.57405792122954,9,2019,3,176.62478846666667,10.2542679899328,46.233644458360686,2.515583358943442,-1.280517190457466,-0.8605518698702957,0.0
Benin,2019-10-01,164.39056046000002,44.91655656838764,88.9507328041383,10,2019,4,174.32858781000002,12.80497601788201,46.22171865392287,2.530762112917746,-0.7761066741649224,-0.5157189918694067,0.0
Benin,2019-11-01,187.4822671,48.84589446000294,87.4666068511607,11,2019,4,166.30562300666668,4.117882506364345,45.99829613958763,2.641980116693641,5.142605225040785,1.0778273093057915,0.0
Benin,2019-12-01,200.43381162,49.75203638007985,86.52922793725844,12,2019,4,171.78894986333333,13.598202076271313,45.94376850779929,2.548803833790244,2.1065183173481135,1.4941392592843865,0.0
Benin,2020-01-01,206.25745279,52.80972676544938,90.14705360941005,1,2020,1,184.10221306000003,18.257808261965653,47.838162469490136,2.5704297453632097,1.213466556999253,1.9341373966463922,1.0
Benin,2020-02-01,208.74774222,54.35907404913627,86.18141642959696,2,2020,1,198.05784383666665,9.610453506681022,50.469219201844055,2.0769581209789805,1.1123198687660172,1.8728614737107545,1.0
Benin,2020-03-01,190.35910637,65.96942997457026,83.12544456498482,3,2020,1,205.14633554333332,4.2668837173386365,52.30694573155517,2.3443102604090242,-3.4655805390816896,5.82793347525226,1.0
Benin,2020-04-01,199.3336595,59.51070966172781,78.40571448495899,4,2020,2,201.78810046,9.975811485450103,57.7127435963853,7.192341184353373,-0.2460392283454679,0.24998342254034117,0.0
Benin,2020-05-01,215.23259063999998,53.277224194446916,83.38834342248742,5,2020,2,199.48016936333332,9.195193361807071,59.94640456181145,5.81742758556427,1.713114739065253,-1.1464139895636785,0.0
Benin,2020-06-01,196.0598541,47.95537414502835,84.26170303367562,6,2020,2,201.64178550333335,12.596354201432106,59.585787943581664,6.346435964583084,-0.4431386506024684,-1.8325897974009338,0.0
Benin,2020-07-01,216.07770139,49.39907914732325,84.24007071486925,7,2020,3,203.54203474666664,10.25579218152528,53.58110266706769,5.783658126174618,1.2223011564055495,-0.7230758507004773,0.0
Benin,2020-08-01,237.17614074,54.444494052324345,83.5142990487972,8,2020,3,209.12338204333332,11.321235568154021,50.21055916226617,2.752162213263045,2.4778884360976865,1.5384031034414551,1.0
Benin,2020-09-01,210.30343872,61.08877894903205,84.85373703640784,9,2020,3,216.43789874333334,20.560509803156144,50.599649114891974,3.407080198364473,-0.2983612800491776,3.0786272184538688,1.0
Benin,2020-10-01,221.0,45.15199941981989,84.16289592760181,10,2020,4,221.18576028333334,14.145837822739892,54.97745071622654,5.863045494256032,-0.01313179789426977,-1.6758272310921947,0.0
Benin,2020-11-01,235.03475928,57.83554001623146,83.00339230572554,11,2020,4,222.82652648666667,13.529141795354526,53.56175747372543,8.004976785792469,0.9023656472818736,0.5338906853660466,0.0
Benin,2020-12-01,243.14904234,60.61612528497672,82.46155277043134,12,2020,4,222.1127326666667,12.40315220623288,54.69210612836113,8.420577052449408,1.6960454345438136,0.7035170059862329,0.0
Benin,2021-01-01,247.96240262,59.95114276311999,82.20962564328623,1,2021,1,233.06126720666666,11.205624586225566,54.53455490700935,8.243614147437556,1.3297907045405095,0.6570646999282869,0.0
Benin,2021-02-01,215.04491749,53.362161963619926,83.5314337612063,2,2021,1,242.04873474666667,6.533681824326695,59.46760268810939,1.4519889332555282,-4.133016878190186,-4.204881032254394,1.0
Benin,2021-03-01,239.09948162,53.01462240985531,84.48543656445125,3,2021,1,235.38545415,17.779065864349764,57.97647667057222,4.009922143844028,0.2088989094442422,-1.237394164456352,0.0
Benin,2021-04-01,216.97502088,55.2087418470737,83.41356077577996,4,2021,2,234.03560057666667,17.032979047621975,55.44264237886508,3.9083407888102157,-1.0016204240589703,-0.05984650378008152,0.0
Benin,2021-05-01,226.58073409,57.662177627634755,82.88882878073832,5,2021,2,223.70647333,13.365622055708396,53.86184207351632,1.1793219176138454,0.21504878321562407,3.2224751336833943,1.0
Benin,2021-06-01,204.229461,48.26149681770469,84.41053456533372,6,2021,2,227.55174552999998,11.094146572468725,55.29518062818792,2.324983037085973,-2.10221528782364,-3.0252624205374543,1.0
Benin,2021-07-01,222.69671117,53.263697651143836,84.35315428012774,7,2021,3,215.92840532333332,11.212332731351637,53.710805430804385,4.876070144382274,0.603648322685011,-0.09169428790429972,0.0
Benin,2021-08-01,210.686,48.55327594682345,84.62921670637839,8,2021,3,217.83563542,11.942252520834414,53.062457365494424,4.703570256940259,-0.5986839926158614,-0.9586720666110056,0.0
Benin,2021-09-01,207.01642735,52.937813692512194,83.8424761705258,9,2021,3,212.53739072333335,9.371796408276309,50.02615680522399,2.8075855840556265,-0.5891040663727769,1.037067900556122,0.0
Benin,2021-10-01,223.52796302,54.59916048369528,85.33233182683777,10,2021,4,213.46637950666664,8.201567400184173,51.58492909682649,2.630540002559545,1.2267878836315367,1.1458603115466428,0.0
Benin,2021-11-01,221.15426369,51.986982804071005,82.62822701268163,11,2021,4,213.74346345666666,8.669992193598917,52.03008337434363,3.123485345921817,0.8547643490157639,-0.013798870652267495,0.0
Benin,2021-12-01,248.13137268,57.22176490375539,83.267545287977,12,2021,4,217.23288468666667,8.926959869477738,53.174652326759485,1.3220958594163852,3.4612553932250414,3.0611339927971866,1.0
Benin,2022-01-01,253.76631396,59.58620561324767,82.12190615372417,1,2022,1,230.93786646333334,14.937238839365166,54.602636063840556,2.6173927805235975,1.5282909875220865,1.9040205148002947,1.0
Benin,2022-02-01,226.7366771,54.526981338494394,82.9126811173506,2,2022,1,241.01731677666666,17.43111583491088,56.26498444035803,3.888909675890132,-0.8192613606562993,-0.44691269448571647,0.0
Benin,2022-03-01,237.0007998,56.05591443609627,84.81042477899732,3,2022,1,242.87812124666667,14.26000719362537,57.11165061849915,2.5314089816594847,-0.41215417123309633,-0.41705476675316944,0.0
Benin,2022-04-01,200.31427683,47.92617333142897,84.27520897238374,4,2022,2,239.16793028666666,13.644510181958239,56.723033795946115,2.594749264529819,-2.847566745784819,-3.3902545362552314,1.0
Benin,2022-05-01,212.31480043,50.050961306402286,83.05543115829087,5,2022,2,221.35058457666665,18.927037179905444,52.836356368673215,4.320512955502673,-0.4774008768926505,-0.6446908251307073,0.0
Benin,2022-06-01,196.38265794,52.777264933408524,82.82703441140723,6,2022,2,216.54329235333333,18.705222529185864,51.34434969130918,4.216374359907852,-1.0778077823921408,0.3398453552237845,0.0
Benin,2022-07-01,209.44300184,51.49643693489578,87.67908741600571,7,2022,3,203.00391173333333,8.299632101204184,50.25146652374659,2.431753315888745,0.7758283774689758,0.5119641054932351,0.0
Benin,2022-08-01,236.77532284,57.03090243336699,79.37495036887773,8,2022,3,206.04682007,8.491691765577622,51.441554391568864,1.3639801819778727,3.6186549886988026,4.097822032643579,1.0
Benin,2022-09-01,237.48937347,51.2998030091721,83.01027883460358,9,2022,3,214.20032754,20.612276810018827,53.76820143389043,2.89724756440186,1.1298628552610992,-0.8519804986799373,0.0
Benin,2022-10-01,,,0.0,10,2022,4,227.90256605,15.990437773647669,53.275714125811625,3.253574287470129,,,0.0
Benin,2022-11-01,,,0.0,11,2022,4,237.132348155,0.5049100426168314,54.16535272126955,4.052499266502515,,,0.0
Benin,2022-12-01,,,0.0,12,2022,4,,,,,,,
Eko,2019-01-01,285.0,30.9816306560745,87.71929824561403,1,2019,1,,,,,,,
Eko,2019-02-01,276.0,25.376737800200814,89.4927536231884,2,2019,1,,,,,,,
Eko,2019-03-01,312.0,33.020878316216354,86.53846153846155,3,2019,1,280.5,6.363961030678928,28.179184228137657,3.963257746212318,4.949747468305833,1.2216450198592053,0.0
Eko,2019-04-01,262.83897974859974,23.490230809201307,88.66766781811843,4,2019,2,291.0,18.734993995195193,29.793082257497222,3.9582453851382233,-1.5031240607081315,-1.5923346925283706,1.0
Eko,2019-05-01,276.6041285402,32.078401878165536,86.32337795902203,5,2019,2,283.61299324953325,25.44935613532739,27.29594897520616,5.046864286509206,-0.2754044020628058,0.9476087787308591,0.0
Eko,2019-06-01,250.8161214490001,19.297208351183897,90.41071289195794,6,2019,2,283.81436942959994,25.36123337501604,29.529837001194398,5.251637618385452,-1.3011294637234483,-1.948464344566941,0.0
Eko,2019-07-01,275.539558,24.152280481547166,89.41143240855455,7,2019,3,263.41974324593326,12.903809209447456,24.95528034618358,6.515328434000724,0.9392431767507288,-0.12324779522178826,0.0
Eko,2019-08-01,295.4323493083,27.358838690568106,87.26229317933303,8,2019,3,267.65326932973335,14.591109936431383,25.175963570298865,6.451796051735246,1.9038359726978182,0.33833603895184267,0.0
Eko,2019-09-01,266.6223607420001,22.879823700446565,89.12906598256133,9,2019,3,273.9293429191,22.35165634921294,23.602775841099724,4.058809855687372,-0.3269100984257563,-0.17811924341322105,0.0
Eko,2019-10-01,261.08373,22.25734969398924,90.82633222683006,10,2019,4,279.1980893501,14.749321985343325,24.796980957520613,2.308056075623739,-1.228148613753269,-1.100333432256429,0.0
Eko,2019-11-01,294.9879785309996,27.917347404322484,87.89823571157898,11,2019,4,274.37948001676676,18.44143667610653,24.16533736166797,2.7831109437900516,1.117510467117459,1.3481352768298243,0.0
Eko,2019-12-01,300.7348589650002,23.787119887067988,89.34604371596009,12,2019,4,274.2313564243332,18.187829133331764,24.35150693291943,3.1037529174856546,1.4572108824189243,-0.18184019825542447,0.0
Eko,2020-01-01,295.08873139899987,27.94180872873075,87.64526210429754,1,2020,1,285.6021891653333,21.42715073364313,24.65393899512657,2.927870394128808,0.44273465714559934,1.1229560366460447,0.0
Eko,2020-02-01,292.0220274615001,29.45726368963966,90.9246689909397,2,2020,1,296.93718963166657,3.2892639084015216,26.54875867337374,2.3916806180213883,-1.4943045942929771,1.2160925645131058,0.0
Eko,2020-03-01,277.2427992900001,55.24068947614646,85.65262398090537,3,2020,1,295.94853927516675,4.4195939168704355,27.062064101812798,2.9356593197957634,-4.23245672272361,9.59873824061236,1.0
Eko,2020-04-01,303.6854590544999,28.238777815259624,86.51759722007236,4,2020,2,288.11785271683334,9.542078313314724,37.54658729817229,15.342264821338421,1.6314691439855418,-0.6066776705592465,0.0
Eko,2020-05-01,316.67481723100013,28.15314438692802,84.9359841748003,5,2020,2,290.983428602,13.251889659535127,37.645576993681914,15.249988997027197,1.938696237974968,-0.6224550462694977,0.0
Eko,2020-06-01,262.05361,22.94331270426696,87.77250970517063,6,2020,2,299.20102519183337,20.09486551401408,37.2108705594447,15.614339912330726,-1.8486023290838602,-0.9137471026815919,1.0
Eko,2020-07-01,277.5817112290003,22.114163525182988,89.10242802918496,7,2020,3,294.1379620951667,28.534804949120055,26.445078302151533,3.032920209617763,-0.5802125122525837,-1.427968583952417,0.0
Eko,2020-08-01,291.06103,27.052591811824243,86.6672332294021,8,2020,3,285.43671282000014,28.14506808197355,24.403540205459322,3.2736097398070405,0.1998331346585784,0.8092142365513204,0.0
Eko,2020-09-01,273.26072316799986,40.01143206521079,98.51711349475255,9,2020,3,276.8987837430001,14.515763714922292,24.036689347091396,2.6445458679856753,-0.25062825810951145,6.040637415862709,1.0
Eko,2020-10-01,311.25924,21.15163209834988,85.50801680703812,10,2020,4,280.6344881323334,9.284520232326729,29.726062467406006,9.243302402721648,3.298474353153726,-0.9276371144723585,0.0
Eko,2020-11-01,311.74039367076625,30.66013547741001,86.8965617641751,11,2020,4,291.86033105599995,19.011864242928574,29.40521865846164,9.647494675154837,1.0456661356689758,0.1300769641449146,0.0
Eko,2020-12-01,346.0,32.86601641212614,86.70520231213872,12,2020,4,298.75345227958866,22.078661766089127,30.60773321365689,9.430009183210615,2.139918996040687,0.23947836683870347,0.0
Eko,2021-01-01,348.6583008182667,32.95139302519587,85.4361665707956,1,2021,1,322.9998778902554,19.920142821051833,28.22592799596201,6.225007992747065,1.288064205086682,0.7591098733912687,0.0
Eko,2021-02-01,316.8972,26.772233184694215,85.70291476541163,2,2021,1,335.46623149634434,20.590123268313157,32.15918163824401,1.2989137137424365,-0.9018416866362744,-4.1472719831626765,0.0
Eko,2021-03-01,310.0,31.007092593882803,84.51612903225806,3,2021,1,337.18516693942223,17.62009769301591,30.863214207338743,3.5431506582761956,-1.5428499553778088,0.040607470700684,1.0
Eko,2021-04-01,286.22407098499986,26.93547808896912,88.34398880213388,4,2021,2,325.18516693942223,20.61877427323517,30.24357293459096,3.1595451866069144,-1.8895932143258882,-1.0470161527186312,1.0
Eko,2021-05-01,294.4363830675001,29.457131535627937,84.71648523573123,5,2021,2,304.37375699499995,16.09195975188239,28.238267955848713,2.3992612679388063,-0.617536588502677,0.5080161948458177,0.0
Eko,2021-06-01,260.9055214549999,23.754059729287803,87.98108076819395,6,2021,2,296.8868180175,12.075892253358536,29.13323407282662,2.0550409591934353,-2.979597350456069,-2.6175509152138954,1.0
Eko,2021-07-01,280.5594933,23.688033167444985,88.91570496003601,7,2021,3,280.52199183583326,17.477555609600774,26.715556451294955,2.8578892826885034,0.0021456927389848037,-1.059356393611542,0.0
Eko,2021-08-01,301.582200375,27.000378835685694,87.12945458096154,8,2021,3,278.6337992741667,16.848171806757406,25.63307481078691,3.311894813066761,1.3620706960994589,0.4128464525818332,0.0
Eko,2021-09-01,264.6966432324997,23.768333082676023,91.68566733083267,9,2021,3,281.01573837666666,20.342177161446862,24.814157244139494,1.8936112357673067,-0.8022295261047785,-0.5522908513160015,0.0
Eko,2021-10-01,307.06696120999976,28.127757195180763,88.56875288319294,10,2021,4,282.2794456358332,18.50283109300646,24.818915028602234,1.8896296661800474,1.3396606956832415,1.7510532491096362,1.0
Eko,2021-11-01,295.0,23.435416436445763,91.18644067796609,11,2021,4,291.11526827249986,23.042969906402853,26.298823037847495,2.262803582125975,0.16858641673705024,-1.2654242834066363,0.0
Eko,2021-12-01,325.0,29.341119264629157,86.76923076923076,12,2021,4,288.92120148083313,21.8294481138689,25.11050223810085,2.618316058147236,1.6527581609470434,1.6157778253561803,1.0
Eko,2022-01-01,296.4010314599993,29.868408479926302,84.8132791670229,1,2022,1,309.02232040333325,15.095283110337002,26.96809763208523,3.1189644435954147,-0.8361081306710391,0.9298954509714491,0.0
Eko,2022-02-01,252.0,28.69591285084242,87.6984126984127,2,2022,1,305.4670104866664,16.93056354005934,27.548314727000406,3.571618364338159,-3.158017177641981,0.32131039959379,1.0
Eko,2022-03-01,216.0,22.12111279477564,89.81481481481481,3,2022,1,291.1336771533331,36.78394712430923,29.301813531799294,0.5872352216362102,-2.04256701705837,-12.227980326207454,1.0
Eko,2022-04-01,231.0,22.952800139625182,91.34199134199135,4,2022,2,254.80034381999977,40.273600647205846,26.89514470851479,4.175789989343934,-0.590966375926733,-0.9440955074249304,0.0
Eko,2022-05-01,258.0,31.10847025866687,86.04651162790698,5,2022,2,233.0,18.083141320025497,24.589941928414415,3.580108081017082,1.382503159023299,1.820763000093726,1.0
Eko,2022-06-01,199.0,15.661282530226146,91.95979899497488,6,2022,2,235.0,21.28379665379308,25.394127731022564,4.966206686428671,-1.6914275486457573,-1.9598147671529076,1.0
Eko,2022-07-01,226.0,16.862157804043093,93.36283185840708,7,2022,3,229.33333333333334,29.535289626704984,23.240850976172734,7.727621376772356,-0.11285934133245933,-0.8254406965774337,0.0
Eko,2022-08-01,273.0,24.612673328685403,89.74358974358975,8,2022,3,227.66666666666666,29.535289626704984,21.210636864312036,8.592779223430586,1.5348870421214427,0.3959180581640891,0.0
Eko,2022-09-01,263.0,24.04332966255707,90.11406844106465,9,2022,3,232.66666666666666,37.447741364912076,19.04537122098488,4.858669048682061,0.8100177000729657,1.0286682199372919,0.0
Eko,2022-10-01,,,0.0,10,2022,4,254.0,24.758836806280176,21.839386931761855,4.319796915932392,,,0.0
Eko,2022-11-01,,,0.0,11,2022,4,268.0,7.071067811867453,24.328001495621237,0.4025867671446527,,,0.0
Eko,2022-12-01,,,0.0,12,2022,4,,,,,,,
Enugu,2019-01-01,208.0,57.356904329486206,69.23076923076923,1,2019,1,,,,,,,
Enugu,2019-02-01,186.0,47.04939063502245,68.27956989247312,2,2019,1,,,,,,,
Enugu,2019-03-01,210.0,54.62946880880011,67.61904761904762,3,2019,1,197.0,15.556349186104045,52.20314748225432,7.288512830528524,0.8356716504931926,0.3328966255479371,0.0
Enugu,2019-04-01,200.0,51.672629695885504,67.5,4,2019,2,201.33333333333334,13.316656236958783,53.011921257769586,5.340744770186373,-0.1001252348643525,-0.2507686885470367,0.0
Enugu,2019-05-01,187.0,53.91021917789928,68.98395721925134,5,2019,2,198.66666666666666,12.055427546683415,51.11716304656935,3.8204454817497373,-0.9677522113163286,0.7310812691013002,0.0
Enugu,2019-06-01,176.0,44.67546203518148,68.75,6,2019,2,199.0,11.532562594670798,53.40410589419497,1.5420237925764546,-1.9943529299054756,-5.660511790437057,1.0
Enugu,2019-07-01,177.0,55.3150041553253,67.2316384180791,7,2019,3,187.66666666666666,12.013880860626733,50.08610363632209,4.81746650995102,-0.88786186498858,1.0854046433332378,0.0
Enugu,2019-08-01,188.0,55.03782410719257,69.68085106382979,8,2019,3,180.0,6.0827625302982105,51.30022845613535,5.780052145729213,1.3151918984428603,0.6466370124046145,0.0
Enugu,2019-09-01,176.0,46.913546851330885,71.02272727272727,9,2019,3,180.33333333333334,6.65832811847938,51.676096765899786,6.064311351627253,-0.6508140266182892,-0.7853405998507899,0.0
Enugu,2019-10-01,179.0,49.5140292008082,75.41899441340783,10,2019,4,180.33333333333334,6.65832811847938,52.42212503794958,4.772581316576932,-0.20025046972870536,-0.6093339524756732,0.0
Enugu,2019-11-01,186.0,49.45515178871391,76.34408602150538,11,2019,4,181.0,6.244997998398383,50.48846671977722,4.148869314802366,0.8006407690254376,-0.24905940695134468,0.0
